省份,市,区县,店铺名,地址,坐标,电话
辽宁省,沈阳市,法库县,消防器材,法库镇小东街惠民医院路北,"123.423488,42.509776",15524136119
辽宁省,沈阳市,铁西区,福安消防器材,西站市场十一区二号,"123.323331,41.783239",024-25716119
辽宁省,沈阳市,沈河区,暂无数据,暂无数据,"123.463501,41.787322",024-24812228
辽宁省,沈阳市,沈河区,暂无数据,暂无数据,"123.443350,41.795315",15804077333
辽宁省,沈阳市,沈河区,暂无数据,暂无数据,"123.443891,41.805788",024-88555495;13840011163
辽宁省,沈阳市,康平县,洪亮消防器材,暂无数据,"123.353912,42.731962",13478154789
辽宁省,沈阳市,铁西区,三鲸消防器材,艳粉街56巷-6号-2门,"123.353341,41.772203",024-25934119;15040028119
辽宁省,沈阳市,铁西区,天顺消防器材,保工南街1号-2门,"123.355869,41.799539",024-25648686;13079239119;024-25870732
辽宁省,沈阳市,铁西区,暂无数据,暂无数据,"123.355883,41.799629",024-25640609;13604011408
辽宁省,沈阳市,铁西区,亿万消防器材交通设施,绣工东街2号1-1-1(门市),"123.357814,41.799267",13190008885
辽宁省,沈阳市,苏家屯区,沈阳市苏家屯区消防器材经销处,香柏路17号-2门,"123.326983,41.660600",024-89116888
辽宁省,沈阳市,沈北新区,盾权消防器材,通顺街33-2号A区07号,"123.562405,41.893690",13555807563
辽宁省,沈阳市,浑南区,双宇消防器材,浑南区五三街道嘉华新城东区北门,"123.490511,41.734695",13066508972
辽宁省,沈阳市,皇姑区,沈阳鑫旺消防器材工厂店,暂无数据,"123.452312,41.895901",13889809452
辽宁省,沈阳市,和平区,沈阳消防器材制造有限公司销售部,文体西路66栋9号,"123.417455,41.761618",024-23844565
辽宁省,沈阳市,铁西区,鑫盛翔消防器材大全,艳粉街56巷812门附近,"123.352428,41.772062",13019381419;18940095755
辽宁省,沈阳市,大东区,永安达消防器材,北海街203号沈阳水暖市场105号,"123.487068,41.814150",13889822958;024-62490378
辽宁省,沈阳市,皇姑区,沈阳市皇姑区蓉盛消防器材经销部,松花江街6号,"123.441244,41.823700",13066613420
辽宁省,沈阳市,铁西区,沈阳市来沃消防器材销售中心,保工南街10号,"123.353972,41.797781",13909839167;25604439
辽宁省,沈阳市,沈河区,卫士消防器材大全,大西路81号,"123.444559,41.795866",13654955518
辽宁省,沈阳市,铁西区,沈阳市铁西鸿安达消防器材经销处,南滑翔路与艳粉街56巷交汇处9-2-7,"123.351670,41.770793",024-25951119;024-25950602;13998268863
辽宁省,沈阳市,大东区,暂无数据,暂无数据,"123.503658,41.842240",13609889558
辽宁省,沈阳市,和平区,沈阳消防器材厂消防器材供应站,三好街文体西路104-5,"123.424848,41.761414",024-23843898;13940261782
辽宁省,沈阳市,沈河区,金城消防,奉天街191号,"123.441526,41.796616",024-81606888
辽宁省,沈阳市,铁西区,沈阳市铁西区新皓成消防器材经销中心,北二东路17-1号附近,"123.390376,41.800550",18104021119
辽宁省,沈阳市,铁西区,暂无数据,暂无数据,"123.355836,41.769380",024-25918119;15998357297
辽宁省,沈阳市,沈河区,暂无数据,暂无数据,"123.443774,41.796186",024-22939769
辽宁省,沈阳市,和平区,暂无数据,暂无数据,"123.417473,41.761655",024-23844565
辽宁省,沈阳市,沈北新区,沈阳城北消防器材厂,道义三街29号,"123.392432,41.919479",13840089119;024-89737119
辽宁省,沈阳市,沈河区,沈阳消防器材厂东区,方家栏路23号-1门,"123.50215,41.77181",024-24234846
辽宁省,沈阳市,于洪区,沈阳市强大消防器材厂,姚家村,"123.284586,41.827854",024-25359998;13998159678;13019345788
辽宁省,沈阳市,于洪区,沈阳市安检消防器材有限公司,吉力湖二街,"123.354020,41.756379",024-31590119
辽宁省,沈阳市,于洪区,沈阳泰兴消防器材有限公司,南阳湖街20-23号7门,"123.312370,41.757061",13709883988;13166660119
辽宁省,沈阳市,于洪区,沈阳民安消防器材有限公司,白山路52号5门,"123.393051,41.859792",024-86782119;024-86780119;13840589119
辽宁省,沈阳市,于洪区,沈阳山久消防器材有限公司,黄海路26号,"123.307261,41.794897",024-25303060;13804049950
辽宁省,沈阳市,铁西区,扬州扬子消防器材有限公司驻沈阳办,艳粉街56巷6号4门,"123.353279,41.772524",18624400700;18002407119
辽宁省,沈阳市,铁西区,安保消防,保工南街48号,"123.348454,41.790725",024-25426188;024-25426088;13909825472
辽宁省,沈阳市,铁西区,白沙消防,艳欣街46-1号11门,"123.347846,41.772117",18698822119
辽宁省,沈阳市,法库县,利洋消防,法库镇晓东街南锦绣蓝湾D区西门门市12号11门市利洋消防,"123.424477,42.497317",15330806688
辽宁省,沈阳市,铁西区,暂无数据,暂无数据,"123.352047,41.772199",13998853911;13166662900
辽宁省,沈阳市,铁西区,暂无数据,暂无数据,"123.350402,41.770129",13464023066;024-25931863
辽宁省,沈阳市,沈河区,交通消防,大西路73号,"123.445599,41.796180",13940115087
辽宁省,沈阳市,沈河区,南京板桥消防沈阳分公司,文艺路顺发巷3号-1号,"123.448071,41.778486",024-24187709
辽宁省,沈阳市,于洪区,暂无数据,暂无数据,"123.259894,41.814684",024-22979898;15840476988
辽宁省,沈阳市,法库县,康利源饮用纯净水,法库镇消防警官楼下,"123.422646,42.509787",024-87101115
辽宁省,沈阳市,大东区,暂无数据,暂无数据,"123.495048,41.825413",18640411702
辽宁省,沈阳市,铁西区,消防管业,艳粉街56巷与艳欣街交叉口东北方向100米,"123.348973,41.772640",024-81055119;15142545708
辽宁省,沈阳市,铁西区,暂无数据,暂无数据,"123.347821,41.771963",024-62327988;13940199330
辽宁省,沈阳市,铁西区,暂无数据,暂无数据,"123.351837,41.771051",024-85890621;13591434777
辽宁省,沈阳市,于洪区,建文消防管件,红兴路沈阳五洲国际工业博览城西北,"123.287288,41.849166",024-31267775
辽宁省,沈阳市,铁西区,双燕消防沟槽管件,腾飞二街58-1-8e号附近,"123.350756,41.770239",024-85890888;15840552404
辽宁省,沈阳市,铁西区,暂无数据,暂无数据,"123.348540,41.771162",024-25940216;024-25960033;13898836900
辽宁省,沈阳市,大东区,沈阳安吉消防工程公司,东北大马路与新生一街交叉口东50米,"123.484480,41.821434",024-88098119
辽宁省,沈阳市,铁西区,沈阳闽利消防阀门有限公司,滑翔五金城一期门市8-6B,"123.350565,41.770313",024-25940216;13898836900;024-25960033
辽宁省,沈阳市,皇姑区,沈阳市旭博消防管件经销处,鸭绿江北街金卓五金市场333号-311门,"123.471174,41.899836",13080889008;024-81158058
辽宁省,沈阳市,铁西区,荣盛达消防管件阀门批发中心,艳欣街48号1门(荣盛达消防管件沟槽批发中心),"123.348721,41.770350",18842473315
辽宁省,沈阳市,铁西区,玉环高温铜阀门消防管件,沈辽西路168号18-2门,"123.222385,41.727112",13940296786
辽宁省,沈阳市,于洪区,荣盛消防,暂无数据,"123.286421,41.848263",18842473315
辽宁省,沈阳市,于洪区,仁辉消防,五金工业园永康街2-2号,"123.234251,41.798117",024-24523333
辽宁省,沈阳市,于洪区,旺安消防工厂店,细河路101号5门,"123.345995,41.760780",13840507082;13840384223
辽宁省,沈阳市,于洪区,永乾消防库房,京哈高速公路,"123.287712,41.841799",13940293688
辽宁省,沈阳市,铁西区,暂无数据,暂无数据,"123.349683,41.771519",024-25950119;4000034119;13940504119
辽宁省,沈阳市,沈北新区,沈阳捷通消防车有限公司,道义街道蒲昌路67号,"123.469755,41.923833",024-53838134
辽宁省,沈阳市,沈河区,江盛消防公司,东滨河路134号,"123.458197,41.773747",024-24145882
辽宁省,沈阳市,铁西区,平安机电(建设中路),建设中路40号2门,"123.360521,41.798612",13604904794
辽宁省,沈阳市,皇姑区,沈阳德功建支管件有限公司(戴云山路),华山路107号6门,"123.401223,41.818755",024-86413317;024-86424848
辽宁省,沈阳市,沈河区,沈阳瀚博消防有限公司,万莲商业街与柳塘巷交叉口西50米,"123.467838,41.781194",024-26781188
辽宁省,沈阳市,大东区,暂无数据,暂无数据,"123.494726,41.825287",024-88096119
辽宁省,沈阳市,皇姑区,辽宁森泰消防设备制造有限公司,新安江街10号6门,"123.400386,41.817357",024-31453119
辽宁省,沈阳市,于洪区,沈阳金久安消防有限公司,洪泽路23号10门,"123.266271,41.809861",024-25168119
辽宁省,沈阳市,于洪区,消防水暖阀门,沈胡路中港五金城57-5号11门,"123.261237,41.814610",13889367506;13898880819
辽宁省,沈阳市,沈河区,沈阳普安消防工程有限公司,北站路55号沈阳·财富中心C座4单元15层1502,"123.434712,41.814563",15940551818
辽宁省,沈阳市,沈北新区,沈阳浩诚消防工程有限公司,虎石台南大街40甲之8-9门,"123.521532,41.940959",024-62298119
辽宁省,沈阳市,新民市,沈阳隆昌消防工程有限公司,站前大街87号,"122.831682,41.985391",024-62371119
辽宁省,沈阳市,铁西区,辽宁信安消防工程检测公司,北一西路52甲6号2-1号,"123.326607,41.831042",13390119774
辽宁省,沈阳市,苏家屯区,沈阳市中安消防设备有限公司,胡杨线北50米,"123.233613,41.673494",13840178377;13998208019
辽宁省,沈阳市,浑南区,辽宁万通消防检测有限公司,浑南区长青南街15号-2-北9门,"123.502140,41.749129",024-83812137
辽宁省,沈阳市,铁西区,暂无数据,暂无数据,"123.220745,41.726191",13236630111
辽宁省,沈阳市,铁西区,江苏强盾消防设备有限公司,艳粉街56巷健全里小区附近,"123.351957,41.772265",024-25203265;13840159993
辽宁省,沈阳市,铁西区,沈阳朋德建筑消防工程有限公司,北一西路52甲号金谷平台大厦BD座824,"123.327093,41.830962",18809808998
辽宁省,沈阳市,皇姑区,暂无数据,暂无数据,"123.395209,41.907182",024-31535662
辽宁省,沈阳市,皇姑区,沈阳君丰消防电子设备有限公司,文大路218-20号甲,"123.396675,41.906253",024-31535662
辽宁省,沈阳市,沈河区,沈阳钟星伟业消防工程有限公司,南三经街7号8楼,"123.425613,41.788814",13941046119
辽宁省,沈阳市,沈河区,辽宁行标消防检测有限公司,万寿寺街175号飞龙城际公寓9层,"123.445052,41.796728",024-23344119;18302423002
辽宁省,沈阳市,铁西区,消防管件阀门,艳粉街56巷5号4门,"123.352543,41.771476",13166609119;13889801368
辽宁省,沈阳市,浑南区,辽宁盛世消防技术服务有限公司,浑南区天赐街7-3号,"123.464385,41.749808",15509812650
辽宁省,沈阳市,皇姑区,森泰集团鑫海洋消防工程公司,新安江街10号6门,"123.400400,41.817455",024-31453119
辽宁省,沈阳市,大东区,沈阳人安消防安全技术有限公司,213电器厂北走100米,"123.472740,41.848710",15141000926;13358889993
辽宁省,沈阳市,皇姑区,沈阳丹利消防产品有限责任公司,鸭绿江北街观音开发区,"123.461547,41.884845",13514283416
辽宁省,沈阳市,浑南区,辽宁广盛消防技术检测有限公司,浑南区营盘北街7号钻石山A座616室,"123.454090,41.744051",024-67758119
辽宁省,沈阳市,铁西区,辽宁广盛消防技术检测有限公司,北一西路52甲号沈阳金谷大厦BD座,"123.327247,41.830620",024-31360119;024-31658119;13390119774
辽宁省,沈阳市,沈河区,浙江五洋建筑集团消防工程公司沈阳分公司,奉天街335恒运商务大厦8层803,"123.441190,41.805801",024-31060782
辽宁省,沈阳市,于洪区,辽宁林峰消防设备有限公司,前民村,"123.244008,41.806062",024-25432119
辽宁省,沈阳市,铁西区,暂无数据,暂无数据,"123.350270,41.770134",024-25950673;13940191097
辽宁省,沈阳市,苏家屯区,伟宝消防箱厂,大淑堡乡代古家村,"123.258143,41.654827",13840374508
辽宁省,沈阳市,皇姑区,沈阳消防电子设备厂,文大路218号20号甲,"123.396649,41.906196",024-31535666
辽宁省,沈阳市,皇姑区,鑫盛消防设备有限公司,陵东乡观音屯村2组28,"123.453239,41.878580",13998170763
辽宁省,沈阳市,辽中区,沈阳龙鼎塑业有限公司,茨榆坨镇近海开发区南三路7号(辽中区公安消防大队西侧),"122.829468,41.511458",15242082790
辽宁省,沈阳市,法库县,农之家农资有限公司,"晓东街,消防队对面","123.428529,42.510550",16730824000
辽宁省,沈阳市,于洪区,沈阳坤佳防火门有限公司,辽宁省沈阳市于洪区青城山路永强工业园,"123.365665,41.879014",4009619119;18640070111
辽宁省,沈阳市,于洪区,沈阳贺钰金属制品有限公司,造小线,"123.305378,41.887538",15804099993
辽宁省,沈阳市,铁西区,沈阳振宇泵阀管业有限公司,腾飞二街58-1-2e号附近,"123.348601,41.770798",024-28281666;024-25940312;13252806666
辽宁省,沈阳市,苏家屯区,暂无数据,暂无数据,"123.268836,41.648245",15734034000
辽宁省,沈阳市,铁西区,晋百和井盖,艳欣街48号1门附近,"123.348296,41.771974",024-67892908;18842541009
辽宁省,沈阳市,铁西区,暂无数据,暂无数据,"123.356036,41.769561",13066529396
辽宁省,沈阳市,于洪区,市永正消防器材维修,东平湖街115号附近,"123.288646,41.813576",024-25316119;13019368315
辽宁省,沈阳市,铁西区,玫德沟槽阀门,艳粉街56巷9-1号1门附近,"123.351730,41.770878",13591600536
辽宁省,沈阳市,铁西区,天津阀门(艳欣街12巷),艳欣街46-1号1门,"123.347495,41.772383",024-25951932;024-25940048;15566125088
辽宁省,沈阳市,沈北新区,暂无数据,暂无数据,"123.398908,41.920902",024-31060422
辽宁省,沈阳市,于洪区,沈阳朗睿电气设备集团有限公司,洪汇路183-3号,"123.237543,41.802154",18202481511
辽宁省,沈阳市,铁西区,暂无数据,暂无数据,"123.356562,41.770729",024-31046682;024-25927878;13842033355
辽宁省,沈阳市,铁西区,暂无数据,暂无数据,"123.351594,41.770997",024-25950602;024-25951119;13998268863
辽宁省,沈阳市,铁西区,荣升消防,艳粉街56巷9号-2-1-2号,"123.351816,41.772008",024-31382478;13940007530
辽宁省,沈阳市,铁西区,永鑫白钢铁艺通风排烟,齐贤南街55号113,"123.354282,41.791646",18240318088
辽宁省,沈阳市,铁西区,保温外加剂雨虹防水,腾飞二街26号(消防队斜对面),"123.355769,41.770027",024-85900838;13386858936
辽宁省,沈阳市,于洪区,金龙裕,沈胡路55-1-17门,"123.262242,41.814770",13709888092;13940046432
辽宁省,沈阳市,铁西区,水暖阀门城,艳粉街道56巷7号,"123.349749,41.770533",024-25940479;024-25940003;13109881616
辽宁省,沈阳市,铁西区,沈阳创安消防,艳粉街56巷6号,"123.352669,41.771811",18640353089
辽宁省,沈阳市,大东区,暂无数据,暂无数据,"123.494726,41.825287",024-88903575;024-88096119
辽宁省,沈阳市,铁西区,安宁消防,艳粉街56巷5号11门,"123.353287,41.772187",18742475668;15140028880
辽宁省,沈阳市,沈河区,暂无数据,暂无数据,"123.423705,41.791130",024-31816120
辽宁省,沈阳市,沈河区,沈河消防大队,方家栏路66号,"123.509484,41.777211",024-24844418
辽宁省,沈阳市,沈河区,沈阳市消防局,小北关街202巷14号,"123.448189,41.820541",024-88390145
辽宁省,沈阳市,于洪区,民安消防,洪润路120-2号附近,"123.236584,41.818496",024-25198119
辽宁省,沈阳市,铁西区,雄辉消防,艳粉街56巷9号楼4-1-2,"123.352138,41.771893",024-31415991;18202447119
辽宁省,沈阳市,和平区,万方消防,长白东路25号丽湾国际D座,"123.408112,41.750619",024-83953111
辽宁省,沈阳市,铁西区,暂无数据,暂无数据,"123.348917,41.772567",15998300119
辽宁省,沈阳市,铁西区,民安消防,艳粉街56巷5号6门,"123.352645,41.771601",024-25940216;024-25909119;13940357119
辽宁省,沈阳市,于洪区,三江消防,沈胡路南侧中港机床五金机电城59-2-14号,"123.260337,41.814470",13889665119
辽宁省,沈阳市,铁西区,广发消防(艳粉街56巷),艳粉街56巷6号楼7-1-3门,"123.352845,41.772060",024-31889119;13898892852;024-22893119
辽宁省,沈阳市,沈北新区,沈北新区消防大队,虎石台南大街4号附近,"123.527064,41.950771",024-89872119
辽宁省,沈阳市,铁西区,水力消防,沈辽西路168号嘉泰五金城22-3-4,"123.222002,41.727426",15804083666
辽宁省,沈阳市,铁西区,雪山消防(滑翔工厂店),艳欣街44-4门,"123.348973,41.772639",15142545708;024-81055119
辽宁省,沈阳市,铁西区,华鑫消防(总代理),腾飞二街22号一2号2门,"123.356698,41.770851",024-25925157;13504908228;13644998968
辽宁省,沈阳市,皇姑区,九福消防工程,昆山中路与琴江东街交叉口东南50米,"123.404907,41.820896",13804002652
辽宁省,沈阳市,辽中区,辽中区公安消防大队,茨榆坨镇近海开发区腾飞街三号,"122.830433,41.511054",024-27802033
辽宁省,沈阳市,铁西区,贵丰消防,艳粉街56巷5-5附近,"123.352504,41.772034",15040178091;15566399991
辽宁省,沈阳市,铁西区,恒盾消防,艳粉街56巷-5号-3门,"123.351981,41.772228",024-25203265;13840159993
辽宁省,沈阳市,铁西区,暂无数据,暂无数据,"123.352682,41.771631",13940527109
辽宁省,沈阳市,铁西区,玫德消防,艳欣街12巷,"123.347249,41.772268",13998444678
辽宁省,沈阳市,沈河区,沈安消防,大西路95号甲1号,"123.444187,41.795681",13998859024
辽宁省,沈阳市,铁西区,川安消防,艳欣街52号1门,"123.347557,41.772104",13166662900;13998853911
辽宁省,沈阳市,铁西区,江城消防,艳欣街46号附近,"123.348763,41.772360",17741361972
辽宁省,沈阳市,铁西区,科信消防,艳欣街48号7门,"123.348608,41.772117",024-25957899;024-25953018
辽宁省,沈阳市,于洪区,久安消防,沈胡路59-1-9门,"123.260168,41.815335",024-83892119;13998178943
辽宁省,沈阳市,于洪区,亮子消防,滨江街68号附近,"123.365618,41.866239",13998182779
辽宁省,沈阳市,铁西区,艺和消防,艳粉街56巷5号11门,"123.353092,41.772131",13998383658
辽宁省,沈阳市,沈河区,建安消防,大西路恒泰大厦往西南70米,"123.443324,41.795305",13840564076
辽宁省,沈阳市,铁西区,永昊消防,艳粉街56巷7号1门,"123.352080,41.771452",18240159119;13998342181
辽宁省,沈阳市,铁西区,暂无数据,暂无数据,"123.221900,41.726207",18940167988
辽宁省,沈阳市,于洪区,腾龙消防,沈胡路中港五金城55-2-3门,"123.261090,41.814173",024-67785119;18240188119
辽宁省,沈阳市,铁西区,广威消防,艳粉街56巷6号11单元,"123.352504,41.772034",024-31889119;13898892852
辽宁省,沈阳市,铁西区,集盛消防,艳粉街54号4门,"123.354326,41.772493",024-25905488;024-25919788;13904053372
辽宁省,沈阳市,于洪区,恒安消防,三台子白山路五彩新村12号,"123.410767,41.860057",024-86550683
辽宁省,沈阳市,铁西区,广峰消防(艳粉街56巷),艳粉街56巷6号13-1-3,"123.351926,41.772249",024-22893119;13555706668
辽宁省,沈阳市,铁西区,天兴消防(腾飞二街),凌空街道腾飞二街39号楼4-1-2,"123.357522,41.770876",024-29839720;13839331343;024-25899120
辽宁省,沈阳市,铁西区,天兴消防(艳粉街56巷),艳粉街56巷6号711,"123.352873,41.772023",024-25899120
辽宁省,沈阳市,于洪区,暂无数据,暂无数据,"123.262305,41.816154",13940053507;13940038507
辽宁省,沈阳市,和平区,中安消防(十四纬路),十四纬路40号,"123.422025,41.782338",024-23265561
辽宁省,沈阳市,皇姑区,暂无数据,暂无数据,"123.425865,41.823640",13514219567
辽宁省,沈阳市,铁西区,北消消防,艳欣街33号5,"123.349819,41.772614",024-85902119;15702495119
辽宁省,沈阳市,于洪区,沈阳市消防支队于洪区消防大队,广业西路126-1号,"123.304065,41.843909",024-25358030
辽宁省,沈阳市,浑南区,暂无数据,暂无数据,"123.499209,41.739483",15840099699
辽宁省,沈阳市,皇姑区,应急管理部沈阳消防研究所,文大路218-20甲8,"123.395948,41.906791",024-31535776;024-31535801
辽宁省,沈阳市,皇姑区,政安消防集团(沈阳分中心),北陵大街56号甲2号,"123.427771,41.836775",024-22933119
辽宁省,沈阳市,铁西区,京消消防,腾飞二街39-2号,"123.357386,41.770768",024-67893119;13889886119
辽宁省,沈阳市,铁西区,强旭消防批发中心,艳粉街56巷6号10单元1楼,"123.352347,41.772092",024-25909459;13066551981;024-25904463
辽宁省,沈阳市,铁西区,闽消消防,艳欣街33号(14门),"123.349329,41.772391",13998853911;024-82655119
辽宁省,沈阳市,铁西区,利达锦鹏消防,路官一街31-1-1号5门,"123.343426,41.771564",15002415507
辽宁省,沈阳市,皇姑区,辽宁消防总队培训基地,鸭绿江北街文储路55号,"123.470115,41.897237",13840107119
辽宁省,沈阳市,和平区,暂无数据,暂无数据,"123.407243,41.791740",024-23263500
辽宁省,沈阳市,大东区,暂无数据,暂无数据,"123.495117,41.825433",13022449000
辽宁省,沈阳市,法库县,水之源(康利源总站),法库镇红街北口消防警官楼,"123.422708,42.509796",024-87101115;13840217222
辽宁省,沈阳市,铁西区,暂无数据,暂无数据,"123.350026,41.769937",024-23371555;13889896766
辽宁省,沈阳市,铁西区,江苏泰州神龙消防东北工厂店,腾飞二街39号1-1-1,"123.357147,41.770564",18640493119;13898850119
辽宁省,沈阳市,铁西区,三星消防东北办事处,艳粉街56巷9-2号7门,"123.351651,41.770800",024-25951119;024-25950602;13998268863
辽宁省,沈阳市,铁西区,申工集团.消防巡检柜,北二东路17号22楼荣富饭店,"123.390552,41.799946",024-25878787
辽宁省,沈阳市,皇姑区,鲨の美甲,昆山中路18(路北)消防队东50米,"123.425620,41.819057",18698887931
辽宁省,沈阳市,铁西区,永隆兴消防井盖专卖,艳粉街56巷9-1号9门,"123.352113,41.771475",024-82917783;18512413699
辽宁省,沈阳市,皇姑区,辽宁奉泰消防职业培训学校,辽宁文学院5楼,"123.457551,41.848170",024-86697433
辽宁省,沈阳市,浑南区,辽宁万通消防检测有限公司,浑南中路19-4号23门,"123.496161,41.742346",18802432999
辽宁省,沈阳市,铁西区,暂无数据,暂无数据,"123.351963,41.772235",024-25951119;024-25203265;13840159993
辽宁省,沈阳市,浑南区,暂无数据,暂无数据,"123.434801,41.736018",024-31521787
辽宁省,沈阳市,辽中区,养士堡政府专职消防队,106省道北100米,"122.753579,41.587440",024-31580074
辽宁省,沈阳市,辽中区,供销超市(忠宇店),马四家子(消防队南马四家道口下道100米),"122.719346,41.493452",024-27811652
辽宁省,沈阳市,皇姑区,勇之通安防服装交通消防,嫩江街50号,"123.425567,41.823135",15541516133
辽宁省,沈阳市,于洪区,暂无数据,暂无数据,"123.280359,41.783652",024-25812687
辽宁省,沈阳市,苏家屯区,辽宁省专业森林消防应急机动队第二机动队,陈相街道下庙子,"123.539696,41.586845",024-89580119
辽宁省,沈阳市,于洪区,沈阳市展申物流有限公司(海逸诗阁1期B区北),沈新路168-8号4门,"123.287778,41.785931",024-25374440;13840502317
辽宁省,沈阳市,和平区,中国兰州牛肉拉面,文化路15号(南湖消防队对面),"123.424967,41.771283",024-23848000
辽宁省,沈阳市,康平县,皇家品鉴,康平镇朝阳街消防队北南-1,"123.354578,42.733206",18540168775
辽宁省,沈阳市,浑南区,宅洗生活(兴隆奥莱店),浑南区五三街道兴隆大奥莱AB连廊东走30米消防科对面,"123.457536,41.742684",024-88788700
辽宁省,沈阳市,新民市,沈阳市源波农资销售有限公司,方巾牛消防队,"122.962259,41.912321",18502456068;15242479898
辽宁省,沈阳市,康平县,暂无数据,暂无数据,"123.354531,42.733251",18304046204
辽宁省,沈阳市,于洪区,美弛名车,沙岭街道消防队旁边100米(假日小城斜对面),"123.210796,41.791310",13940009911
辽宁省,沈阳市,新民市,暂无数据,暂无数据,"123.057857,41.924945",18624305877
辽宁省,沈阳市,新民市,建元副食店,油田消防队西侧200米,"122.875345,41.786434",13516043362
辽宁省,沈阳市,于洪区,麦兜儿婴儿水育早教馆,赤山路美的城南门126号2门(消防队对面),"123.357300,41.866366",024-66691682;15242055952
辽宁省,沈阳市,法库县,柏家沟镇人民政府政务服务中心,302省道北50米,"123.615875,42.557072",024-87048019
辽宁省,沈阳市,沈北新区,暂无数据,暂无数据,"123.566398,41.923195",95598
辽宁省,沈阳市,皇姑区,探索科学实验室(皇姑店),昆山中路13号6门(北陵消防中队对面),"123.424580,41.818554",024-31828015
辽宁省,沈阳市,苏家屯区,暂无数据,暂无数据,"123.327010,41.660689",024-31387770
辽宁省,沈阳市,和平区,幸福宫兰州牛肉面(文化路店),文化路15号(南湖消防队对面),"123.424137,41.771384",15040235997
辽宁省,沈阳市,铁西区,广源交通,滑翔五金城艳粉街56巷5号12门,"123.352448,41.770470",024-25907131;18640482811
辽宁省,沈阳市,皇姑区,暂无数据,暂无数据,"123.438260,41.824244",13066576658
辽宁省,沈阳市,沈河区,瑞心城市国际酒店预定中心,"敬宾街3号(近沈阳北站,市消防局后身)","123.446546,41.822113",024-88598299
辽宁省,沈阳市,铁西区,鑫华保温,艳欣街33号-9门,"123.349453,41.772645",024-89897787;13504991889
辽宁省,沈阳市,铁西区,盾安阀门建支管件,腾飞二街58一期2-5A,"123.348921,41.770759",024-25951265;13204038890
辽宁省,沈阳市,新民市,兴华兽药,北环路15号(消防队西侧化工厂化工厂家属楼),"122.814508,42.007790",13516097203
辽宁省,沈阳市,大东区,暂无数据,暂无数据,"123.494747,41.825303",024-88905688
辽宁省,沈阳市,大东区,暂无数据,暂无数据,"123.495148,41.826065",13842013345;15604016963
辽宁省,沈阳市,于洪区,玉麟池洗浴(白山路店),白山路166-10号附近,"123.370760,41.855774",024-86782228
辽宁省,沈阳市,皇姑区,叉车配件轮胎,鸭绿江北街文储街10-2-4(消防培训基地对面),"123.469600,41.897857",024-26716606
辽宁省,沈阳市,皇姑区,正勤自选超市,鸭绿江北大街文储路55号消防训练基地对面,"123.469394,41.897636",024-86673022
辽宁省,沈阳市,法库县,零点发艺,法库镇红街北头交通巷东走150米道北消防警官家属楼门市,"123.424522,42.510042",13304011478
辽宁省,沈阳市,苏家屯区,雪松爱心大药房(香柏路店),香柏路26号(消防队西侧),"123.324087,41.660647",024-89129666
辽宁省,沈阳市,苏家屯区,暂无数据,暂无数据,"123.327407,41.660872",024-89169666
辽宁省,沈阳市,皇姑区,锦江之星旅馆(沈阳火车站北站店),松花江街7号(省消防总队对面),"123.441486,41.824798",024-31200688
辽宁省,沈阳市,苏家屯区,老黄牛冷面店(香柏路店),香柏路17-1门,"123.327051,41.660833",15940333611
辽宁省,沈阳市,皇姑区,暂无数据,暂无数据,"123.389254,41.825553",024-86730158
